timestamp_inicio,tempo_retorno
0.064,0.5760000000000001
1.6,0.4159999999999999
2.848,0.7680000000000002
4.5760000000000005,0.5119999999999996
5.728,0.8960000000000008
7.264,0.6399999999999997
8.448,0.9599999999999991
9.792,0.7360000000000007
11.008000000000001,0.9919999999999991
12.256,0.8640000000000008
13.536,0.9280000000000008
14.752,0.7999999999999989
16.064,0.8640000000000008
17.44,0.7360000000000007
18.816,0.6720000000000006
20.224,0.6080000000000005
21.664,0.5760000000000005
23.2,0.5760000000000005
24.864,0.4480000000000004
26.336000000000002,0.5119999999999969
28.128,0.3520000000000003
28.96,0.03200000000000003
29.6,0.4480000000000004
31.424,0.3520000000000003
32.256,0.03200000000000358
33.12,0.4160000000000039
34.976,0.4160000000000039
36.800000000000004,0.4159999999999968
38.528,0.4480000000000004
40.352000000000004,0.35199999999999676
40.736000000000004,0.031999999999996476
42.016,0.5120000000000005
43.968,0.38400000000000034
45.408,0.5760000000000005
47.424,0.38400000000000034
48.672000000000004,0.6399999999999935
50.528,0.4480000000000004
51.744,0.7680000000000007
53.472,0.5120000000000005
54.624,0.8960000000000008
56.160000000000004,0.607999999999997
57.344,1.0559999999999974
58.656,0.6080000000000041
59.872,1.8560000000000016
62.4,1.8240000000000052
64.992,0.9599999999999937
66.304,0.5439999999999969
67.616,0.8960000000000008
69.28,0.35200000000000387
69.664,0.031999999999996476
70.4,0.7999999999999972
72.416,0.3200000000000074
72.768,0.031999999999996476
73.504,0.6079999999999899
75.424,0.38400000000000034
75.84,0.031999999999996476
76.896,0.4480000000000075
78.592,0.38400000000000034
80.224,0.480000000000004
82.24,0.2880000000000109
82.56,0.031999999999996476
83.104,0.031999999999996476
83.776,0.480000000000004
85.76,0.35199999999998965
87.296,0.5120000000000005
89.44,0.35200000000000387
90.88,0.480000000000004
92.768,0.38400000000000034
94.304,0.6080000000000041
96.288,0.35200000000000387
97.056,0.03200000000001069
